27	27	0.8	0.8	40000	42000
26	26	0.8	0.8	80000	82000
25	27	0.8	0.8	90000	92000
19	19	0.8	0.8	140000	142000
27	19	0.8	0.8	190000	192000
18	26	0.8	0.8	250000	252000
31	31	0.8	0.8	380000	382000
30	30	0.8	0.8	420000	422000
23	31	0.8	0.8	450000	452000
29	29	0.8	0.8	480000	482000
28	29	0.8	0.8	550000	552000
30	30	0.8	0.8	610000	612000
27	27	0.8	0.8	740000	742000
26	26	0.8	0.8	780000	782000
25	27	0.8	0.8	790000	792000
19	19	0.8	0.8	840000	842000
27	19	0.8	0.8	890000	892000
18	26	0.8	0.8	950000	952000
31	31	0.8	0.8	1080000	1082000
30	30	0.8	0.8	1120000	1122000
23	31	0.8	0.8	1150000	1152000
29	29	0.8	0.8	1180000	1182000
28	29	0.8	0.8	1250000	1252000
30	30	0.8	0.8	1310000	1312000
27	27	0.8	0.8	1440000	1442000
26	26	0.8	0.8	1480000	1482000
25	27	0.8	0.8	1490000	1492000
19	19	0.8	0.8	1540000	1542000
27	19	0.8	0.8	1590000	1592000
18	26	0.8	0.8	1650000	1652000
31	31	0.8	0.8	1780000	1782000
30	30	0.8	0.8	1820000	1822000
23	31	0.8	0.8	1850000	1852000
29	29	0.8	0.8	1880000	1882000
28	29	0.8	0.8	1950000	1952000
30	30	0.8	0.8	2010000	2012000
27	27	0.8	0.8	2140000	2142000
26	26	0.8	0.8	2180000	2182000
25	27	0.8	0.8	2190000	2192000
19	19	0.8	0.8	2240000	2242000
27	19	0.8	0.8	2290000	2292000
18	26	0.8	0.8	2350000	2352000
31	31	0.8	0.8	2480000	2482000
30	30	0.8	0.8	2520000	2522000
23	31	0.8	0.8	2550000	2552000
29	29	0.8	0.8	2580000	2582000
28	29	0.8	0.8	2650000	2652000
30	30	0.8	0.8	2710000	2712000
27	27	0.8	0.8	2840000	2842000
26	26	0.8	0.8	2880000	2882000
25	27	0.8	0.8	2890000	2892000
19	19	0.8	0.8	2940000	2942000
27	19	0.8	0.8	2990000	2992000
18	26	0.8	0.8	3050000	3052000
31	31	0.8	0.8	3180000	3182000
30	30	0.8	0.8	3220000	3222000
23	31	0.8	0.8	3250000	3252000
29	29	0.8	0.8	3280000	3282000
28	29	0.8	0.8	3350000	3352000
30	30	0.8	0.8	3410000	3412000
