src_id  dest_id	PIR	POR	T_on T_off
27	27	0.1	0.1	40	60
26	26	0.1	0.1	80	100
25	27	0.1	0.1	90	110
19	19	0.1	0.1	140	160
27	19	0.1	0.1	190	210
18	26	0.1	0.1	250	270
31	31	0.1	0.1	380	400
30	30	0.1	0.1	420	440
23	31	0.1	0.1	450	470
29	29	0.1	0.1	480	500
28	29	0.1	0.1	550	570
30	30	0.1	0.1	610	630
27	27	0.1	0.1	740	760
26	26	0.1	0.1	780	800
25	27	0.1	0.1	790	810
19	19	0.1	0.1	840	860
27	19	0.1	0.1	890	910
18	26	0.1	0.1	950	970
31	31	0.1	0.1	1080	1100
30	30	0.1	0.1	1120	1140
23	31	0.1	0.1	1150	1170
29	29	0.1	0.1	1180	1200
28	29	0.1	0.1	1250	1270
30	30	0.1	0.1	1310	1330
27	27	0.1	0.1	1440	1460
26	26	0.1	0.1	1480	1500
25	27	0.1	0.1	1490	1510
19	19	0.1	0.1	1540	1560
27	19	0.1	0.1	1590	1610
18	26	0.1	0.1	1650	1670
31	31	0.1	0.1	1780	1800
30	30	0.1	0.1	1820	1840
23	31	0.1	0.1	1850	1870
29	29	0.1	0.1	1880	1900
28	29	0.1	0.1	1950	1970
30	30	0.1	0.1	2010	2030
27	27	0.1	0.1	2140	2160
26	26	0.1	0.1	2180	2200
25	27	0.1	0.1	2190	2210
19	19	0.1	0.1	2240	2260
27	19	0.1	0.1	2290	2310
18	26	0.1	0.1	2350	2370
31	31	0.1	0.1	2480	2500
30	30	0.1	0.1	2520	2540
23	31	0.1	0.1	2550	2570
29	29	0.1	0.1	2580	2600
28	29	0.1	0.1	2650	2670
30	30	0.1	0.1	2710	2730
27	27	0.1	0.1	2840	2860
26	26	0.1	0.1	2880	2900
25	27	0.1	0.1	2890	2910
19	19	0.1	0.1	2940	2960
27	19	0.1	0.1	2990	3010
18	26	0.1	0.1	3050	3070
31	31	0.1	0.1	3180	3200
30	30	0.1	0.1	3220	3240
23	31	0.1	0.1	3250	3270
29	29	0.1	0.1	3280	3300
28	29	0.1	0.1	3350	3370
30	30	0.1	0.1	3410	3430
27	27	0.1	0.1	3540	3560
26	26	0.1	0.1	3580	3600
