27	27	0.9	0.9	40000	42000
26	26	0.9	0.9	80000	82000
25	27	0.9	0.9	90000	92000
19	19	0.9	0.9	140000	142000
27	19	0.9	0.9	190000	192000
18	26	0.9	0.9	250000	252000
31	31	0.9	0.9	380000	382000
30	30	0.9	0.9	420000	422000
23	31	0.9	0.9	450000	452000
29	29	0.9	0.9	480000	482000
28	29	0.9	0.9	550000	552000
30	30	0.9	0.9	610000	612000
27	27	0.9	0.9	740000	742000
26	26	0.9	0.9	780000	782000
25	27	0.9	0.9	790000	792000
19	19	0.9	0.9	840000	842000
27	19	0.9	0.9	890000	892000
18	26	0.9	0.9	950000	952000
31	31	0.9	0.9	1080000	1082000
30	30	0.9	0.9	1120000	1122000
23	31	0.9	0.9	1150000	1152000
29	29	0.9	0.9	1180000	1182000
28	29	0.9	0.9	1250000	1252000
30	30	0.9	0.9	1310000	1312000
27	27	0.9	0.9	1440000	1442000
26	26	0.9	0.9	1480000	1482000
25	27	0.9	0.9	1490000	1492000
19	19	0.9	0.9	1540000	1542000
27	19	0.9	0.9	1590000	1592000
18	26	0.9	0.9	1650000	1652000
31	31	0.9	0.9	1780000	1782000
30	30	0.9	0.9	1820000	1822000
23	31	0.9	0.9	1850000	1852000
29	29	0.9	0.9	1880000	1882000
28	29	0.9	0.9	1950000	1952000
30	30	0.9	0.9	2010000	2012000
27	27	0.9	0.9	2140000	2142000
26	26	0.9	0.9	2180000	2182000
25	27	0.9	0.9	2190000	2192000
19	19	0.9	0.9	2240000	2242000
27	19	0.9	0.9	2290000	2292000
18	26	0.9	0.9	2350000	2352000
31	31	0.9	0.9	2480000	2482000
30	30	0.9	0.9	2520000	2522000
23	31	0.9	0.9	2550000	2552000
29	29	0.9	0.9	2580000	2582000
28	29	0.9	0.9	2650000	2652000
30	30	0.9	0.9	2710000	2712000
27	27	0.9	0.9	2840000	2842000
26	26	0.9	0.9	2880000	2882000
25	27	0.9	0.9	2890000	2892000
19	19	0.9	0.9	2940000	2942000
27	19	0.9	0.9	2990000	2992000
18	26	0.9	0.9	3050000	3052000
31	31	0.9	0.9	3180000	3182000
30	30	0.9	0.9	3220000	3222000
23	31	0.9	0.9	3250000	3252000
29	29	0.9	0.9	3280000	3282000
28	29	0.9	0.9	3350000	3352000
30	30	0.9	0.9	3410000	3412000
27	27	0.9	0.9	3540000	3542000
26	26	0.9	0.9	3580000	3582000
25	27	0.9	0.9	3590000	3592000
19	19	0.9	0.9	3640000	3642000
27	19	0.9	0.9	3690000	3692000
18	26	0.9	0.9	3750000	3752000
31	31	0.9	0.9	3880000	3882000
30	30	0.9	0.9	3920000	3922000
23	31	0.9	0.9	3950000	3952000
29	29	0.9	0.9	3980000	3982000
28	29	0.9	0.9	4050000	4052000
30	30	0.9	0.9	4110000	4112000
27	27	0.9	0.9	4240000	4242000
26	26	0.9	0.9	4280000	4282000
25	27	0.9	0.9	4290000	4292000
19	19	0.9	0.9	4340000	4342000
27	19	0.9	0.9	4390000	4392000
18	26	0.9	0.9	4450000	4452000
31	31	0.9	0.9	4580000	4582000
30	30	0.9	0.9	4620000	4622000
23	31	0.9	0.9	4650000	4652000
29	29	0.9	0.9	4680000	4682000
28	29	0.9	0.9	4750000	4752000
30	30	0.9	0.9	4810000	4812000
27	27	0.9	0.9	4940000	4942000
26	26	0.9	0.9	4980000	4982000
25	27	0.9	0.9	4990000	4992000
19	19	0.9	0.9	5040000	5042000
27	19	0.9	0.9	5090000	5092000
18	26	0.9	0.9	5150000	5152000
31	31	0.9	0.9	5280000	5282000
30	30	0.9	0.9	5320000	5322000
23	31	0.9	0.9	5350000	5352000
29	29	0.9	0.9	5380000	5382000
28	29	0.9	0.9	5450000	5452000
30	30	0.9	0.9	5510000	5512000
27	27	0.9	0.9	5640000	5642000
26	26	0.9	0.9	5680000	5682000
25	27	0.9	0.9	5690000	5692000
19	19	0.9	0.9	5740000	5742000
27	19	0.9	0.9	5790000	5792000
18	26	0.9	0.9	5850000	5852000
31	31	0.9	0.9	5980000	5982000
30	30	0.9	0.9	6020000	6022000
23	31	0.9	0.9	6050000	6052000
29	29	0.9	0.9	6080000	6082000
28	29	0.9	0.9	6150000	6152000
30	30	0.9	0.9	6210000	6212000
27	27	0.9	0.9	6340000	6342000
26	26	0.9	0.9	6380000	6382000
25	27	0.9	0.9	6390000	6392000
19	19	0.9	0.9	6440000	6442000
27	19	0.9	0.9	6490000	6492000
18	26	0.9	0.9	6550000	6552000
31	31	0.9	0.9	6680000	6682000
30	30	0.9	0.9	6720000	6722000
23	31	0.9	0.9	6750000	6752000
29	29	0.9	0.9	6780000	6782000
28	29	0.9	0.9	6850000	6852000
30	30	0.9	0.9	6910000	6912000
27	27	0.9	0.9	7040000	7042000
26	26	0.9	0.9	7080000	7082000
25	27	0.9	0.9	7090000	7092000
19	19	0.9	0.9	7140000	7142000
27	19	0.9	0.9	7190000	7192000
18	26	0.9	0.9	7250000	7252000
31	31	0.9	0.9	7380000	7382000
30	30	0.9	0.9	7420000	7422000
23	31	0.9	0.9	7450000	7452000
29	29	0.9	0.9	7480000	7482000
28	29	0.9	0.9	7550000	7552000
30	30	0.9	0.9	7610000	7612000
27	27	0.9	0.9	7740000	7742000
26	26	0.9	0.9	7780000	7782000
25	27	0.9	0.9	7790000	7792000
19	19	0.9	0.9	7840000	7842000
27	19	0.9	0.9	7890000	7892000
18	26	0.9	0.9	7950000	7952000
31	31	0.9	0.9	8080000	8082000
30	30	0.9	0.9	8120000	8122000
23	31	0.9	0.9	8150000	8152000
29	29	0.9	0.9	8180000	8182000
28	29	0.9	0.9	8250000	8252000
30	30	0.9	0.9	8310000	8312000
27	27	0.9	0.9	8440000	8442000
26	26	0.9	0.9	8480000	8482000
25	27	0.9	0.9	8490000	8492000
19	19	0.9	0.9	8540000	8542000
27	19	0.9	0.9	8590000	8592000
18	26	0.9	0.9	8650000	8652000
31	31	0.9	0.9	8780000	8782000
30	30	0.9	0.9	8820000	8822000
23	31	0.9	0.9	8850000	8852000
29	29	0.9	0.9	8880000	8882000
28	29	0.9	0.9	8950000	8952000
30	30	0.9	0.9	9010000	9012000
27	27	0.9	0.9	9140000	9142000
26	26	0.9	0.9	9180000	9182000
25	27	0.9	0.9	9190000	9192000
19	19	0.9	0.9	9240000	9242000
27	19	0.9	0.9	9290000	9292000
18	26	0.9	0.9	9350000	9352000
31	31	0.9	0.9	9480000	9482000
30	30	0.9	0.9	9520000	9522000
23	31	0.9	0.9	9550000	9552000
29	29	0.9	0.9	9580000	9582000
28	29	0.9	0.9	9650000	9652000
30	30	0.9	0.9	9710000	9712000
27	27	0.9	0.9	9840000	9842000
26	26	0.9	0.9	9880000	9882000
25	27	0.9	0.9	9890000	9892000
19	19	0.9	0.9	9940000	9942000
27	19	0.9	0.9	9990000	9992000
18	26	0.9	0.9	10050000	10052000
31	31	0.9	0.9	10180000	10182000
30	30	0.9	0.9	10220000	10222000
23	31	0.9	0.9	10250000	10252000
29	29	0.9	0.9	10280000	10282000
28	29	0.9	0.9	10350000	10352000
30	30	0.9	0.9	10410000	10412000
27	27	0.9	0.9	10540000	10542000
26	26	0.9	0.9	10580000	10582000
25	27	0.9	0.9	10590000	10592000
